directional,below,below,снизу, WARNING: AUTO-TRANSLATION #####################################################
,above,above,сверху, WARNING: AUTO-TRANSLATION #####################################################
,left,left,слева, WARNING: AUTO-TRANSLATION #####################################################
,right,right,справа, WARNING: AUTO-TRANSLATION #####################################################
modifier names,kill,kill,убить,
,Near Consumable,Near Consumable,Рядом с расходником, WARNING: AUTO-TRANSLATION #####################################################
,nearby accessory,nearby accessory,соседний аксессуар,
,open space,open space,открытое место,
,empty space,empty space,пустое место,
,space above,space above,Ячейка сверху,
,other helmet,other helmet,другой шлем,
,connected manastone,connected manastone,соединенный мана-камень,
,other shoes,other shoes,другая обувь,
,position,position,расположение,
,nearby structure,nearby structure,близлежащая структура, WARNING: AUTO-TRANSLATION #####################################################
,bronze plate,bronze plate,бронзовая пластина, WARNING: AUTO-TRANSLATION #####################################################
,nearby weapon,nearby weapon,ближайшее оружие, WARNING: AUTO-TRANSLATION #####################################################
,forge,forge,кузница, WARNING: AUTO-TRANSLATION #####################################################
,nearby fish,nearby fish,близлежащая рыба, WARNING: AUTO-TRANSLATION #####################################################
,Use,Use,Использовать, WARNING: AUTO-TRANSLATION #####################################################
,combats,combats,бои, WARNING: AUTO-TRANSLATION #####################################################
,turns,turns,ходы, WARNING: AUTO-TRANSLATION #####################################################
,nearby,nearby,близлежащая, WARNING: AUTO-TRANSLATION #####################################################
items,ACIDIC POTION,ACIDIC POTION,КИСЛОТНОЕ ЗЕЛЬЕ,
,AMETHYST,AMETHYST,АМЕТИСТ,
,ANCIENT TOME,ANCIENT TOME,ДРЕВНИЙ ТОМ,
,ANCIENT TOME2,Ancient spells are written in the margins of this recipe book,Древние заклинания написаны на полях книги рецептов,
,ANGLER FISH,ANGLER FISH,РЫБА-УДИЛЬЩИК,
,ARCHANGEL ARMOR,ARCHANGEL ARMOR,БРОНЯ АРХАНГЕЛА,
,ARCHANGEL Wings,ARCHANGEL Wings,КРЫЛЬЯ АРХАНГЕЛА, WARNING: AUTO-TRANSLATION #####################################################
,ARCHANGEL Wings e1,The item between the wings is used,Предмет между крыльями используется, WARNING: AUTO-TRANSLATION #####################################################
,ARCHANGEL Wings e2,The item between the wings is disabled for 1 turn,Предмет между крыльями отключается на 1 ход, WARNING: AUTO-TRANSLATION #####################################################
,ARCHANGEL Wings2,They have a mind of their own!,У них есть собственное мнение!, WARNING: AUTO-TRANSLATION #####################################################
,ARCHER'S WAND,ARCHER'S WAND,ПАЛОЧКА ЛУЧНИКА,
,ARCHER'S WAND2,Frog wizards created this item,Лягушачьи колдуны создали этот предмет.,
,ASSASSIN'S DAGGER,ASSASSIN'S DAGGER,КИНЖАЛ УБИЙЦЫ,
,BALLOON,BALLOON,ВОЗДУШНЫЙ ШАРИК,
,BANDAGES,BANDAGES,БИНТЫ,
,Bashing Shield,Bashing Shield,Сокрушительный щит, WARNING: AUTO-TRANSLATION #####################################################
,Bashing Shield e1,Does damage equal to your current block,Наносит урон равный вашей текущей защите, WARNING: AUTO-TRANSLATION #####################################################
,BERSERKER'S CLUB,BERSERKER'S CLUB,ДУБИНА БЕРСЕРКА,
,BESERKER'S RING,BERSERKER'S RING,КОЛЬЦО БЕРСЕРКА, WARNING: ENGLISH TEXT CHANGED #####################################################
,BIG FIN,BIG FIN,БОЛЬШОЙ ПЛАВНИК,
,BLADE SUMMONER,BLADE SUMMONER,ПРИЗЫВАТЕЛЬ КЛИНКОВ,
,BLUEFIN,BLUEFIN,ТУНЕЦ,
,BRAMBLE,BRAMBLE,КУСТ,
,BRAMBLE2,Poison oozes from these thick brambles,Яд сочится из этого куста,
,Brass Knuckles,Brass Knuckles,КАСТЕТ,
,BRICK,BRICK,КИРПИЧ,
,BRICKWALL,BRICKWALL,КИРПИЧНАЯ СТЕНА,
,BROKEN RING,BROKEN RING,СЛОМАНОЕ КОЛЬЦО,
,BROKEN RING2,Ancient magicians found protection with this ring on hand,Древние маги носили это кольцо для защиты.,
,BRONZE BREASTPLATE,BRONZE BREASTPLATE,БРОНЗОВЫЙ НАГРУДНИК,
,BRUTAL SPEAR,BRUTAL SPEAR,БРУТАЛЬНОЕ КОПЬЕ,
,BUBBLE,BUBBLE,ПУЗЫРЬ,
,CACTUS,CACTUS,КАКТУС,
,CAP,CAP,КЕПКА,
,CAULDRON,CAULDRON,КОТЁЛ,
,CAVE FISH,CAVE FISH,ПЕЩЕРНАЯ РЫБА,
,CAVE SHARK,CAVE SHARK,ПЕЩЕРНАЯ АКУЛА,
,CHAINMAIL,CHAINMAIL,КОЛЬЧУГА,
,CHARMED BRACELET,CHARMED BRACELET,ЗАЧАРОВАННЫЙ БРАСЛЕТ,
,CHARMED BRACELET2,Exchange your lifeforce to remove a curse,"Пожертвуйте жизненной силой, чтобы снять проклятие",
,CHEF'S HAT,CHEF'S HAT,ШЛЯПА ПОВАРА,
,CITRINE,CITRINE,ЦИТРИН,
,CLEANSING BOMB,CLEANSING BOMB,ОЧИЩАЮЩАЯ БОМБА,
,CLEANSING POTION,CLEANSING POTION,ОЧИЩАЮЩИЕ ЗЕЛЬЕ,
,CLEANSING RAG,CLEANSING RAG,ОЧИЩАЮЩАЯ ТРЯПКА,
,CLEANSING WAND,CLEANSING WAND,ОЧИЩАЮЩИЙ ПАЛОЧКА,
,CLEANSING WAND2,I think this wand used to be a broom!,Я думаю этот ПАЛОЧКА сделан из швабры!,
,CLUB,CLUB,ДУБИНКА,
,COAL,COAL,УГОЛЬ,
,COMPOSITE BOW,COMPOSITE BOW,КОМПОЗИТНЫЙ ЛУК,
,COMPOSITE BOW2,For the smallest of rodents,Для самых маленьких грызунов,
,CONDUIT,CONDUIT,МАНАБЛОК,
,COOL DRINK,COOL DRINK,ХОЛОДНЫЙ НАПИТОК,
,CRIMSON ENERGY,CRIMSON ENERGY,БАГРОВАЯ ЭНЕРГИЯ,
,CROOKED ARROW,CROOKED ARROW,ПОГНУТАЯ СТРЕЛА,
,CROSSBOW,CROSSBOW,АРБАЛЕТ,
,CROSSBOW2,squirrels prefer the light weight of crossbows,Белки предпочитают легкий вес арбалетов,
,CURSED BLADE,CURSED BLADE,ПРОКЛЯТЫЙ КЛИНОК,
,CURSED BLADE2,Many have tried to wield this sword - none have succeeded,Многие пытались использовать этот меч - никто не преуспел,
,CURSED SHIV,CURSED SHIV,ПРОКЛЯТАЯ ЗАТОЧКА,
,CURSED SHIV2,Unspeakably cursed,Неимоверно проклят,
,CURSED WHETSTONE,CURSED WHETSTONE,ПРОКЛЯТЫЙ БРУСОК,
,DAGGER,DAGGER,КИНЖАЛ,
,DAMAGED KNIFE,DAMAGED KNIFE,ПОВРЕЖДЕННЫЙ НОЖ,
,DARK HEADBAND,DARK HEADBAND,ПОРОЧНЫЙ ОБРУЧ,
,DARK WHETSTONE,DARK WHETSTONE,ПОРОЧНЫЙ БРУСОК,
,DART,DART,ДРОТИК,
,DEBUFF POTION,DEBUFF POTION,ЗЕЛЬЕ ОСЛАБЛЕНИЯ,
,DIAMOND,DIAMOND,БРИЛЛИАНТ,
,DISGUSTING FOOD,DISGUSTING FOOD,ОТВРАТИТЕЛЬНАЯ ЕДА,
,DODGE POTION,DODGE POTION,ЗЕЛЬЕ УКЛОНЕНИЯ,
,DORU,DORU,ДОРУ, WARNING: AUTO-TRANSLATION #####################################################
,DORU2,Wait until the time is right,"Подождите, пока не придет время", WARNING: AUTO-TRANSLATION #####################################################
,DOUBLE HALBERD,DOUBLE HALBERD,ДВОЙНАЯ АЛЕБАРДА,
,DOUBLE POISON POTION,DOUBLE POISON POTION,ЗЕЛЬЕ ДВОЙНОГО ОТРАВЛЕНИЯ,
,DRAGONFLY,DRAGONFLY,СТРЕКОЗА,
,DUCT TAPE,DUCT TAPE,КЛЕЙКАЯ ЛЕНТА,
,DUELING SWORD,DUELING SWORD,ДУЭЛЬНЫЙ МЕЧ,
,EARTHSTONE BLADE,EARTHSTONE BLADE,ЗЕМЛЯНОЙ КЛИНОК,
,ELECTRIC ARROW,ELECTRIC ARROW,МОЛНИЕНОСНАЯ СТРЕЛА,
,ELECTRIC STONE,ELECTRIC STONE,ЭЛЕКТРИЧЕСКИЙ КАМЕНЬ,
,ELECTRIC WAND,ELECTRIC WAND,ПАЛОЧКА ЭЛЕКТРИЧЕСТВА,
,EMERALD,EMERALD,ИЗУМРУД,
,EMERALD BRACELET,EMERALD BRACELET,ИЗУМРУДНЫЙ БРАСЛЕТ,
,EMPTY CUP,EMPTY CUP,ПУСТАЯ ЧАШКА,
,ETHEREAL STAFF,ETHEREAL STAFF,ЭФИРНЫЙ ПОСОХ,
,ETHEREAL WAND,ETHEREAL WAND,ЭФИРНЫЙ ПАЛОЧКА,
,ETHEREAL WAND2,A wand capable of summoning energy from beyond our realm,"Волшебная палочка, призывающая энергию из-за пределов нашей реальности.",
,ETHEREAL WHETSTONE,ETHEREAL WHETSTONE,ЭФИРНЫЙ БРУСОК,
,EXPERT BOW,EXPERT BOW,ЭКСПЕРТНЫЙ ЛУК,
,EXPLOSIVE ARROW,EXPLOSIVE ARROW,ВЗРЫВНАЯ СТРЕЛА,
,FEATHER CAP,FEATHER CAP,КАВАЛЕРСКАЯ ШЛЯПА,
,FISH SWORD,FISH SWORD,РЫБА-МЕЧ,
,FISH SWORD2,"This thing does not smell good. Seriously, wow.","Эта штука не пахнет приятно. Серьёзно, фу",
,FISHING HOOK,FISHING HOOK,РЫБОЛОВНЫЙ КРЮК,
,FISHING HOOK2,Fishing while you work!,Рыбачит пока вы работаете!,
,FLOWER,FLOWER,ЦВЕТОК,
,FROTHY DRINK,FROTHY DRINK,ПЕННЫЙ НАПИТОК,
,GEMSTONE HEART,GEMSTONE HEART,ДРАГОЦЕННОЕ СЕРДЦЕ ?,
,GLITCHED POTION,GLITCHED POTION,ГЛЮЧИНОЕ ЗЕЛЬЕ,
,GLOVE OF KNIVES,GLOVE OF KNIVES,ПЕРЧАТКА НОЖЕЙ,
,GLOVE OF KNIVES2,Try it on for size,Примерь,
,GOLD CLEAVER,GOLD CLEAVER,ЗОЛОТОЙ ТЕСАК,
,GOLDEN BOW,GOLDEN BOW,ЗОЛОТОЙ ЛУК,
,GOLDEN BOW2,Due to their small sizes squirrels and mice often opt for archery rather than brute strength,"Ввиду своих небольших размеров, белки и мыши, часто отдают предпочтение стрельбе из лука, а не грубой силе.",
,GOLDEN SHIV,GOLDEN SHIV,ЗОЛОТАЯ ЗАТОЧКА,
,GOLDEN SHIV2,We've been turning blood to gold for centuries!,Мы превращали кровь в золото на протяжении веков!,
,GOLDEN WHETSTONE,GOLDEN WHETSTONE,ЗОЛОТОЙ ВРУСОК,
,GUARDIAN RING,GUARDIAN RING,КОЛЬЦО ЗАЩИТНИКА,
,GUARDING BAND,GUARDING BAND,ЗАЩИТНЫЙ БРАСЛЕТ,
,GUPPY,GUPPY,ГУППИ,
,HATCHET,HATCHET,ТОПОРИК,
,HAWKEYE'S BOW,HAWKEYE'S BOW,ЛУК СОКОЛИНОГО ГЛАЗА,
,HAWKEYE'S BOW2,One of the greatest archers in the ranks of the patrol was Hawkeye Mirabelle. She once shot down two hawks while hanging upside down from a tree,Одной из величайших лучниц в рядах патруля была Мирабелла Соколиный Глаз. Однажды она подстрелила двух соколов свисая с дерева.,
,HEART RING,HEART RING,КОЛЬЦО СЕРДЦА,
,HEAVY BLADE,HEAVY BLADE,ТЯЖЕЛЫЙ КЛИНОК,
,HERB,HERB,ТРАВА,
,HERCULE PAVISE,HERCULE PAVISE,ЭРКЮЛЬ ПАВЕЗА,
,HERCULE PAVISE2,The Buckler did it!,Он найдет орудие преступления!,
,HONEYSUCKLE,HONEYSUCKLE,ЖИМОЛОСТЬ,
,IRON HELMET,IRON HELMET,ЖЕЛЕЗНЫЙ ШЛЕМ,
,JACK CLEAVER,JACK CLEAVER,СКЛАДНОЙ ТЕСАК,
,JADE AXE,JADE AXE,НЕФРИТОВЫЙ ТОПОР,
,JAGGED BLADE,JAGGED BLADE,ЗАЗУБРЕННАЯ САБЛЯ,
,KEG,KEG,БОЧОНОК,
,KEY SWORD,KEY SWORD,КЛЮЧ-КЛИНОК,
,KEY SWORD2,Unlocks your potential as a warrior!,Открывает ваш потенциал воина!,
,KING CLEAVER,KING CLEAVER,ТЕСАК КОРОЛЬЯ,
,KNIGHT'S ARMOR,KNIGHT'S ARMOR,БРОНЯ РЫЦАРЯ,
,KNIGHT'S SHIELD,KNIGHT'S SHIELD,ЩИТ РЫЦАРЯ,
,LARGE HEART RING,LARGE HEART RING,КОЛЬЦО БОЛЬШОГО СЕРДЦА,
,LEATHER BOOTS,LEATHER BOOTS,КОЖАНЫЕ БОТИНКИ,
,LEATHER CAP,LEATHER CAP,КОЖАНЫЙ КОЛПАК,
,LEFT GAUNTLET,LEFT GAUNTLET,ЛЕВАЯ РУКАВИЦА,
,LEFT GLOVE,LEFT GLOVE,ЛЕВАЯ ПЕРЧАТКА,
,LETTER,LETTER,ПИСЬМО,
,LIGHTNING,LIGHTNING,МОЛНИЯ,
,LI'L BUCKLER,LI'L BUCKLER,КРОШКА БАКЛЕР,
,LI'L BUCKLER2,A little shield with sass and pep!,"Маленький щит, с дерзостью и бодростью духа.",
,LIQUID ARMOR,LIQUID ARMOR,ЖИДКАЯ БРОНЯ,
,LIQUID LUCK,LIQUID LUCK,ЖИДКАЯ УДАЧА,
,LIZARD KING SWORD,LIZARD KING SWORD,МЕЧ КОРОЛЯ ЯЩЕРОВ,
,LONGBOW,LONGBOW,ДЛИННЫЙ ЛУК,
,LUCKY Shiv,LUCKY Shiv,УДАЧЛИВАЯ ЗАТОЧКА, WARNING: AUTO-TRANSLATION #####################################################
,LUCKY DAGGER2,Lucky for you - not for them,Удачно для тебя - не для них,
,LUCKY RING,LUCKY RING,КОЛЬЦО УДАЧИ,
,MACE,MACE,БУЛАВА,
,MACHETE,MACHETE,МАЧЕТЕ,
,MAGICAL HERB,MAGICAL HERB,МАГИЧЕСКАЯ ТРАВА,
,MANASTONE BOW,MANASTONE BOW,МАНА-КАМЕННЫЙ ЛУК,
,MEAL,MEAL,ПИЩА,
,METALLIC WAND,METALLIC WAND,МЕТАЛЛИЧЕСКИЙ ПАЛОЧКА,
,METALLIC WAND2,A static feeling runs through the pads of your paw,Электрический заряд чувствуется в ваших лапах,
,MIRROR SHIELD,MIRROR SHIELD,ЗЕРКАЛЬНЫЙ ЩИТ,
,MOUSE BOW,MOUSE BOW,МЫШИНЫЙ ЛУК,
,Mug of Grape Juice,Mug of Grape Juice,Кружка виноградного сока, WARNING: AUTO-TRANSLATION #####################################################
,MY FIRST WAND,MY FIRST WAND,МОЙ ПЕРВЫЙ ПАЛОЧКА,
,MY FIRST WAND2,Teaches kids the basics of magic!,Учит детей основы магии!,
,NECRONOMICON,NECRONOMICON,НЕКРОНОМИКОН,
,NECRONOMICON2,The book is bound in fur!,Эта книга обита мехом!,
,NEEDLER,NEEDLER,ИГОЛЬЧАТЫЙ,
,NINJA COSTUME,NINJA COSTUME,КОСТЮМ НИНДЗЯ,
,NUNCHUCKS,NUNCHUCKS,НУНЧАКИ,
,NUNCHUCKS2,Make sure you have space to use them!,Убедись что у тебя есть место для их использования!,
,OLD LOG,OLD LOG,СТАРОЕ БРЕВНО,
,ORKSORK AX,ORKSORK AX,ОРКСОРК ТОПР,
,ORKSORK AX2,The axe of an elder-god,Топор древнего бога,
,PACIFIST'S RING,PACIFIST'S RING,КОЛЬЦО ПАЦИФИСТА,
,PALADIN'S SWORD,PALADIN'S SWORD,МЕЧ ПАЛАДИНА,
,PEARL,PEARL,ЖЕМЧУГ,
,PERIDOT,PERIDOT,ПЕРИДОТ,
,PHILOSOPHER'S STONE,PHILOSOPHER'S STONE,ФИЛОСОВСКИЙ КАМЕНЬ,
,PICK AXE,PICK AXE,КИРКА,
,PIGGYBANK,PIGGYBANK,КОПИЛКА,
,PIGGYBANK2,Free money! And it smells like bacon!,Денги на халяву! И пахнет беконом!,
,PLATE ARMOR,PLATE ARMOR,ПЛАСТИНЧАТЫЙ ДОСПЕХ,
,POISON ARROW,POISON ARROW,ЯДОВИТАЯ СТРЕЛА,
,POISON IVY,POISON IVY,ЯДОВИТЫЙ ПЛЮЩ,
,POISON POTION,POISON POTION,ЯДОВИТОЕ ЗЕЛЬЕ,
,POISON WHETSTONE,POISON WHETSTONE,ЯДОВИТЫЙ БРУСОК,
,Pot of Plenty,Pot of Plenty,Горшок изобилия, WARNING: AUTO-TRANSLATION #####################################################
,POTTED ALOE,POTTED ALOE,АЛОЭ В ГОРШКЕ,
,PRETTY ANKLET,PRETTY ANKLET,КРАСИВЫЙ БРАСЛЕТ,
,QUEEN CLEAVER,QUEEN CLEAVER,ТЕСАК КОРОЛЕВЫ,
,RAPIER,RAPIER,ШПАГА,
,RAPIER2,Live life on the edge ,Живи на грани, WARNING: ENGLISH TEXT CHANGED #####################################################
,RARE HERB,RARE HERB,РЕДКОЕ РАСТЕНИЕ,
,RED HOODIE,RED HOODIE,КРАСНЫЙ БАЛАХОН,
,RED HOODIE2,A leftover from before Orderia?  The spiders that spun this thread must have been strange indeed!,"Артефакт со времен до Ордерии? Пауки, сплетшие эту нить были весьма странноваты!",
,REGEN POTION,REGEN POTION,ЗЕЛЬЕ РЕГЕНЕРАЦИИ,
,REGENERATIVE WHETSTONE,REGENERATIVE WHETSTONE,РЕГЕНЕРАТИВНЫЙ БРУСОК,
,RIGHT GAUNTLET,RIGHT GAUNTLET,ПРАВАЯ РУКАВИЦА,
,RIGHT GLOVE,RIGHT GLOVE,ПРАВАЯ ПЕРЧАТКА,
,RING OF DOOM,RING OF DOOM,КОЛЬЦО ГИБЕЛИ,
,RING OF RAGE,RING OF RAGE,КОЛЬЦО ЯРОСТИ,
,ROBOT TOY,ROBOT TOY,ИГРУШЕЧНЫЙ РОБОТ,
,ROBOT TOY2,I think it's broken!,Кажется он сломан!,
,ROCKET,ROCKET,РОКЕТА,
,ROGUE'S MASK,ROGUE'S MASK,МАСКА УБИЙЦЫ,
,ROOF,ROOF,КРЫША,
,ROSE OF THORNS,ROSE OF THORNS,РОЗА ШИПОВ,
,Rose of Thorns e1,Adds an additional spike for each Rose of Thorns in this row or column,Добавляет дополнительный шип для каждой шиповой розы в этом ряду или столбце., WARNING: AUTO-TRANSLATION #####################################################
,ROSE OF THORNS2,"Every rose has its thorns, especially this one",Нет розы без шипов,
,ROUGH BUCKLER,ROUGH BUCKLER,ГРУБЫЙ БАКЛЕР,
,RUBY,RUBY,РУБИН,
,SCIMITAR,SCIMITAR,СКИМИТАР,
,SEASONING,SEASONING,ПРИПРАВА,
,SHIV,SHIV,ЗАТОЧКА,
,SHORT ARROW,SHORT ARROW,КОРОТКА СТРЕЛА,
,SKULL WAND,SKULL WAND,ПАЛОЧКА ЧЕРЕПА,
,SLATS SHIELD,SLATS SHIELD,ДОЩАТЫЙ ЩИТ,
,SLIME SWORD,SLIME SWORD,СЛАЙМОВЫЙ МЕЧ,
,SMALL KEY,SMALL KEY,МАЛЕНЬКИЙ КЛЮЧ,
,SMELT,SMELT,КОРЮШКА,
,SOLDIER'S BUCKLER,SOLDIER'S BUCKLER,ВОИНСКИЙ БАКЛЕР,
,SPAGHETTI,SPAGHETTI,ВЕРМИШЕЛЬ,
,SPAGHETTI2,"spaghetti, spaghetti, my backpack is ready",не вешай лапшу на уши,
,SPEEDY LEAF,SPEEDY LEAF,СКОРОСТНОЙ ЛИСТИК,
,SPIKED HELMET,SPIKED HELMET,ШИПОВАННЫЙ ШЛЕМ,
,SPIKED SCALE,SPIKED SCALE,ШИПОВАННАЯ ЧЕШУЯ,
,SPIKY CLUB,SPIKY CLUB,ШИПОВАННАЯ ДУБИНА,
,SPLINT,SPLINT,ШИНА,
,STAR POTION,STAR POTION,ЗВЕЗДНОЕ ЗЕЛЬЕ,
,STEAK,STEAK,СТЕЙК,
,STEAK2,This steak is so rich. You can only eat half at a time,Этот стейк очень сытный. Вы можете съесть только половину за один раз,
,STEEL BOOTS,STEEL BOOTS,СТАЛЬНЫЕ БОТИНКИ,
,TASTY FLY,TASTY FLY,ВКУСНАЯ МУХА,
,TASTY FLY2,Rats don't eat flies,Крысы не кушают мух,
,TEA,TEA,ЧАЙ,
,TEA2,Proper. Dignified. Perfectly balanced,Правильный. Достойный. Идеально сбалансированный,
,TEDDY BEAR SWORD,TEDDY BEAR SWORD,ПЛЮШЕВЫЙ МИШКА,
,TEDDY BEAR SWORD2,It's not a weapon. But there is a brick in the stuffing,Он выглядит обаятельно. Но внутри кирпич,
,THREAD,THREAD,НИТЬ,
,TILTED SWORD,TILTED SWORD,КОСОЙ МЕЧ,
,TOKEN OF ENERGY,TOKEN OF ENERGY,ЖЕТОН ЭНЕРГИИ,
,TOOTH NECKLACE,TOOTH NECKLACE,ОЖЕРЕЛЬЕ ИЗ ЗУБОВ,
,TOWER SHIELD,TOWER SHIELD,БАШЕННЫЙ ЩИТ,
,TUNIC,TUNIC,ТУНИКА,
,VAMPIRE BLADE,VAMPIRE BLADE,ВАМПИРСКИЙ КЛИНОК,
,VAMPIRIC AXE,VAMPIRIC AXE,ВАМПИРСКИЙ ТОПОР,
,VAMPIRIC CRYSTAL,VAMPIRIC CRYSTAL,ВАМПИРСКИЙ КРИСТАЛЛ,
,VOLATILE POTION,VOLATILE POTION,НЕСТАБИЛЬНОЕ ЗЕЛЬЕ,
,WARM DRINK,WARM DRINK,ТЕПЛЫЙ НАПИТОК,
,WARRIOR'S SPELLBOOK,WARRIOR'S SPELLBOOK,БОЕВОЕ РУКОВОДСТВО,
,WARRIOR'S SPELLBOOK2,For the warrior on the go!,Для воина на бегу!,
,WATER FLASK,WATER FLASK,БУРДЮК,
,WHEEL,WHEEL,КОЛЕСО,
,WHETSTONE,WHETSTONE,БРУСОК,
,WIZARD CAP,WIZARD CAP,КОЛПАК ВОЛШЕБНИКА,
,WIZARD STAFF,WIZARD STAFF,ПОСОХ ВОЛШЕБНИКА,
,WIZARD'S ROBE,WIZARD'S ROBE,МАНТИЯ ВОЛШЕБНИКА,
,WOODEN SWORD,WOODEN SWORD,ДЕРЕВЯННЫЙ МЕЧ,
,Yellow Rose,Yellow Rose,Желтая роза, WARNING: AUTO-TRANSLATION #####################################################
,Yellow Rose2,Symbolizes friendship. It's still thorny though.,Символизирует дружбу. Но все еще колюче., WARNING: AUTO-TRANSLATION #####################################################
,Whittling Knife,Whittling Knife,Строгальный Нож, WARNING: AUTO-TRANSLATION #####################################################
,Dreaming Sap,Dreaming Sap,Сок Сновидений, WARNING: AUTO-TRANSLATION #####################################################
,Flower Pot,Flower Pot,Цветочный Горшок, WARNING: AUTO-TRANSLATION #####################################################
,Carving's Edge,Carving's Edge,Край Резьбы, WARNING: AUTO-TRANSLATION #####################################################
,Pot Carving,Pot Carving,Горшок Резьбы, WARNING: AUTO-TRANSLATION #####################################################
,Cherry Bomb,Cherry Bomb,Вишневая Бомба, WARNING: AUTO-TRANSLATION #####################################################
,Energy Carving,Energy Carving,Энергетическая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Mana Sap,Mana Sap,Сок Маны, WARNING: AUTO-TRANSLATION #####################################################
,Mossy Carving,Mossy Carving,Мшистая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Dreaming Buckler,Dreaming Buckler,Мечтательный Баклер, WARNING: AUTO-TRANSLATION #####################################################
,Dreaming Buckler2,"""Far out!""","""Далеко!""", WARNING: AUTO-TRANSLATION #####################################################
,Brothers Bow,Brothers Bow,Лук Братьев, WARNING: AUTO-TRANSLATION #####################################################
,Crown of Roots,Crown of Roots,Корона Корней, WARNING: AUTO-TRANSLATION #####################################################
,Hero Carving,Hero Carving,Героическая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Survival Guide,Survival Guide,Руководство по Выживанию, WARNING: AUTO-TRANSLATION #####################################################
,Sharp Branch,Sharp Branch,Острая Ветвь, WARNING: AUTO-TRANSLATION #####################################################
,Carved Blade,Carved Blade,Резной Клинок, WARNING: AUTO-TRANSLATION #####################################################
,Dreaming Sword,Dreaming Sword,Меч Сновидений, WARNING: AUTO-TRANSLATION #####################################################
,Illusory Blade,Illusory Blade,Иллюзорный Клинок, WARNING: AUTO-TRANSLATION #####################################################
,Illusory Duct Tape,Illusory Duct Tape,Иллюзорная Клейкая Лента, WARNING: AUTO-TRANSLATION #####################################################
,Dreaming Ring,Dreaming Ring,Кольцо Сновидений, WARNING: AUTO-TRANSLATION #####################################################
,Overgrown Arrow,Overgrown Arrow,Заросшая Стрела, WARNING: AUTO-TRANSLATION #####################################################
,Wooden Shiv,Wooden Shiv,Деревянная Заточка, WARNING: AUTO-TRANSLATION #####################################################
,Wooden Buckler,Wooden Buckler,Деревянный Баклер, WARNING: AUTO-TRANSLATION #####################################################
,Belt of Dreams,Belt of Dreams,Пояс Мечтаний, WARNING: AUTO-TRANSLATION #####################################################
,Fuel Pellet,Fuel Pellet,Топливная Пеллета, WARNING: AUTO-TRANSLATION #####################################################
,Tree Sword,Tree Sword,Древесный Меч, WARNING: AUTO-TRANSLATION #####################################################
,Poison Carving,Poison Carving,Ядовитая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Energy Fish,Energy Fish,Энергетическая Рыба, WARNING: AUTO-TRANSLATION #####################################################
,Flowering Cleaver,Flowering Cleaver,Цветущий Кливер, WARNING: AUTO-TRANSLATION #####################################################
,Frog Magician Boots,Frog Magician Boots,Сапоги лягушки-волшебницы, WARNING: AUTO-TRANSLATION #####################################################
,Saw Mill,Saw Mill,Лесопилка, WARNING: AUTO-TRANSLATION #####################################################
,Acorn Cap,Acorn Cap,Желудь Кепка, WARNING: AUTO-TRANSLATION #####################################################
,Tape Carving,Tape Carving,Ленточная Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Piggy Bang,Piggy Bang,Поросячий Взрыв, WARNING: AUTO-TRANSLATION #####################################################
,Gardener's Helmet,Gardener's Helmet,Шлем Садовника, WARNING: AUTO-TRANSLATION #####################################################
,Bolt Carving,Bolt Carving,Молниеносная Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Mossy Mace,Mossy Mace,Мшистая Булава, WARNING: AUTO-TRANSLATION #####################################################
,Lucky Carving,Lucky Carving,Удачливая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Shiny Carving,Shiny Carving,Блестящая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Carving cyler,Carving cyler,Круговая Резьба, WARNING: AUTO-TRANSLATION #####################################################
,Die,Dice,Игральная кость, WARNING: AUTO-TRANSLATION #####################################################
,Die1,Use to reroll your combat rewards,"Используйте, чтобы перебросить свои боевые награды", WARNING: AUTO-TRANSLATION #####################################################
,mortar,mortar,Ступка, WARNING: AUTO-TRANSLATION #####################################################
,Mortar1,Use to combine together potions to the left and right,"Используйте, чтобы объединить зелья слева и справа", WARNING: AUTO-TRANSLATION #####################################################
,Rusty Sword,Rusty Sword,Ржавый Меч, WARNING: AUTO-TRANSLATION #####################################################
,Ballista,Ballista,Баллиста, WARNING: AUTO-TRANSLATION #####################################################
,Boo-hoo Buckler,Boo-hoo Buckler,Бу-ху Баклер, WARNING: AUTO-TRANSLATION #####################################################
,Dark Potion,Dark Potion,Темное зелье, WARNING: AUTO-TRANSLATION #####################################################
,Dark Potion1,Use to create a battle,Используйте для создания битвы, WARNING: AUTO-TRANSLATION #####################################################
,Spare Die,Spare Dice,Запасной кубик, WARNING: AUTO-TRANSLATION #####################################################
,Spare Die1,Use to add to your combat rewards,"Используйте, чтобы увеличить боевые награды", WARNING: AUTO-TRANSLATION #####################################################
,Spring Gem,Spring Gem,Весенняя Жемчужина, WARNING: AUTO-TRANSLATION #####################################################
,Shortcut Map,Shortcut Map,Карта со Срезом, WARNING: AUTO-TRANSLATION #####################################################
